,62690,24952,106050.2,98186,104350.4,98846,106460.2,92122,3030,9549,7638,86983,18297,30752,91865,103030.3,22326,1211,101550.5,48500,59568,65270,19860,16258,67985,63917,3435,60351,60826,55841,83734,61539,18761,100060,52366,9001,18927,94767,93867,105860.5,58781,43233,75975,90970,15157,47892,15306,71676,46998,93945
Esophageal Adenocarcinoma,5540,0,0,0,0,0,773,0,0,0,0,16,327,0,0,0,0,0,2585,0,0,0,0,0,0,69,0,0,0,1,0,495,0,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,186,0,0
Esophageal Adenocarcinoma.1,186,0,0,0,0,0,436,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,123,0,0,0,0,0,0,0,0,0,30,0,0,0,6,0,0,0,0,1,0,0,0,0,0
Esophageal Adenocarcinoma.2,20767,0,0,0,0,0,242,0,0,0,0,5,504,0,0,0,0,0,1277,0,0,0,0,0,0,22,0,0,0,0,0,324,1,0,0,0,0,0,0,505,0,0,0,0,0,0,0,481,2,0
Esophageal Adenocarcinoma.3,4842,0,0,0,0,0,1416,0,0,0,0,17,421,0,0,0,0,0,2572,0,0,1,0,0,0,11,0,0,1,0,0,486,0,0,0,0,0,0,0,4380,0,0,0,0,0,0,0,138,0,0
Barrett's Esophagus,1746,0,0,0,0,0,957,0,0,0,0,0,328,1,0,0,0,0,165,0,0,0,0,0,0,126,0,0,0,2,1,337,0,0,0,0,0,0,0,856,0,0,0,0,0,0,1,57,0,0
Barrett's Esophagus.1,262,0,0,0,0,0,370,0,0,1,0,0,13,0,0,2,0,0,0,0,2,0,0,0,0,112,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Barrett's Esophagus.2,22477,0,0,0,0,6,368,0,0,0,0,0,3419,2,0,0,0,0,555,1,0,0,0,0,0,429,0,0,0,0,0,110,0,0,0,0,0,0,0,284,0,1,0,0,0,0,1,766,0,0
Barrett's Esophagus.3,186,0,0,0,0,24,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,501,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,4,0,0,0,0,2,0,0
Barrett's Esophagus.4,11000,0,0,0,0,0,172,0,0,0,0,0,129,0,0,0,0,0,1213,0,0,0,0,0,0,228,0,0,0,0,0,78,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,387,0,0
Barrett's Esophagus.5,287,0,0,0,0,0,7,0,0,1,0,0,14,0,0,2,0,0,0,0,1,0,0,12,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
Barrett's Esophagus.6,10155,0,0,4,0,0,68,0,0,0,0,0,158,0,0,0,0,0,6360,0,0,0,3,0,0,357,0,0,0,0,0,113,0,0,0,0,0,12,0,354,0,0,0,3,0,0,0,352,0,0
Barrett's Esophagus.7,248,0,0,0,0,23,11,0,0,0,0,0,19,0,0,0,0,0,50,0,0,0,0,0,12,564,0,0,0,0,0,1,0,1,0,0,0,0,0,64,0,0,4,0,0,0,0,2,0,0
Reflux Esophagitis,15464,0,0,0,0,0,1284,0,0,0,0,0,208,0,0,0,0,0,17,0,0,0,0,0,0,138,0,0,0,0,0,523,0,0,0,0,0,0,0,544,0,0,0,0,1,0,1,442,0,0
Reflux Esophagitis.1,196,0,0,0,0,0,165,0,0,4,0,0,31,0,0,0,0,0,0,0,0,1,0,32,0,95,0,0,0,0,0,10,0,0,0,0,0,0,0,19,1,0,0,0,0,208,0,4,0,0
Reflux Esophagitis.2,15211,0,0,1,0,0,245,0,0,0,1,0,356,1,0,0,0,0,71,0,0,0,0,0,0,269,0,0,0,0,0,473,0,0,0,0,0,0,0,170,0,0,0,0,0,0,1,514,0,0
Reflux Esophagitis.3,415,0,0,0,0,12,84,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,6,338,0,0,0,0,0,12,0,0,0,0,0,0,0,496,0,0,3,0,0,0,0,20,0,0
Barrett's Esophagus.8,13720,0,0,0,0,0,1075,0,0,0,0,0,977,0,0,0,0,0,468,0,0,0,0,0,0,566,2,0,0,0,0,395,1,1,0,0,0,0,0,208,0,0,0,0,0,0,0,386,0,0
Barrett's Esophagus.9,271,0,0,0,0,0,139,0,0,0,0,0,25,0,0,5,0,0,27,0,0,0,0,99,0,102,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,14,0,9,0,0
Barrett's Esophagus.10,30906,0,0,0,0,0,272,0,0,0,0,0,4686,0,0,0,2,0,5389,1,0,0,0,0,0,862,0,1,0,0,2,286,0,0,0,0,1,1,0,96,0,0,0,20,0,0,2,917,0,0
Barrett's Esophagus.11,201,0,0,0,0,22,20,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,9,367,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0
Barrett's Esophagus.12,1208,0,0,0,0,0,2418,0,0,0,0,0,52,0,0,0,0,0,73,0,0,0,0,0,0,88,0,0,0,0,0,933,0,1,0,0,0,0,2,199,0,0,0,0,0,0,0,58,0,0
Barrett's Esophagus.13,249,0,0,0,0,0,93,0,0,1,0,0,10,0,0,5,0,0,2,0,0,0,0,12,0,140,0,0,1,0,0,13,0,0,0,52,0,0,50,0,1,0,0,0,0,10,0,0,0,0
Barrett's Esophagus.14,6930,0,0,0,0,0,39,0,0,0,1,0,491,0,0,0,0,7,161,0,0,0,0,0,0,187,1,0,0,0,0,443,0,0,0,0,0,1,0,89,0,0,0,0,0,0,2,383,1,0
Barrett's Esophagus.15,3375,0,0,0,0,0,574,0,0,0,0,0,323,0,1,0,0,1,47,0,0,0,0,0,0,45,0,0,0,0,0,408,0,0,0,0,0,0,23,524,0,0,0,0,0,0,0,190,0,0
Reflux Esophagitis.4,13716,0,0,0,0,0,394,0,0,0,0,0,813,0,0,0,0,0,216,0,0,0,1,0,0,208,0,0,0,0,0,263,1,0,0,0,0,0,0,296,1,0,0,0,0,0,0,435,0,0
Reflux Esophagitis.5,748,0,0,0,0,0,267,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,41,0,36,0,0,0,0,0,19,1,0,0,0,0,0,3,0,1,0,0,0,1,2,0,17,0,0
Reflux Esophagitis.6,20782,0,0,1,0,0,142,0,0,0,1,1,139,1,0,0,0,0,12,2,0,0,0,0,0,433,0,0,0,0,0,93,0,0,0,0,0,1,0,172,0,0,0,0,0,0,0,657,0,0
Reflux Esophagitis.7,5367,0,0,0,0,0,818,0,0,0,1,0,130,1,0,0,0,0,10,0,0,0,0,0,0,508,0,0,0,0,0,435,0,1,0,0,0,0,0,1041,0,0,0,0,0,0,0,183,0,0
Reflux Esophagitis.8,7423,0,1,0,0,0,1852,0,0,0,0,0,100,0,0,0,0,0,448,0,0,0,0,0,0,160,0,0,0,0,0,548,0,0,0,0,0,0,0,228,0,0,0,0,0,0,1,304,0,0
Reflux Esophagitis.9,159,0,0,0,0,0,30,0,0,8,0,0,4,0,0,4,0,0,6,0,0,0,0,13,0,69,0,0,0,0,0,6,0,1,0,15,0,0,2,2,0,0,0,0,0,23,0,0,0,0
Reflux Esophagitis.10,253,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0
Reflux Esophagitis.11,8216,1,0,0,1,1,3544,0,1,0,2,0,133,0,0,0,0,0,1869,0,0,0,0,0,0,347,0,0,0,0,0,424,0,1,0,0,1,0,46,1129,0,0,1,5,0,0,0,280,0,0
Normal,16801,1,1,0,0,0,374,0,0,0,0,0,129,0,1,0,0,0,98,0,0,0,1,0,0,182,0,0,0,0,1,30,1,0,13,0,0,0,0,523,0,0,0,0,0,0,0,610,0,0
Normal.1,115,0,0,0,0,0,4,0,0,0,0,0,28,0,0,12,0,0,1,0,1,0,0,0,0,47,0,0,0,0,0,0,0,0,0,189,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Normal.2,17707,0,1,0,0,0,344,0,0,0,0,0,242,0,0,0,1,0,54,0,0,0,0,0,0,190,0,0,1,0,0,27,1,0,0,0,1,0,0,370,0,0,0,0,0,0,1,630,0,0
Normal.3,1131,0,0,0,0,1,69,0,0,0,0,0,55,0,0,0,0,0,1,1,0,0,0,0,3,94,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,39,0,0
Esophageal Adenocarcinoma.4,14142,0,1,0,0,0,290,0,0,0,0,0,1044,0,0,0,0,0,679,0,0,1,0,0,0,26,0,0,0,0,0,1163,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,320,0,0
Esophageal Adenocarcinoma.5,190,0,0,0,0,0,35,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,4,1,20,0,0,0,0,0,31,0,0,0,23,0,0,0,0,0,0,0,0,0,100,0,1,0,0
Esophageal Adenocarcinoma.6,13972,0,0,0,0,0,691,0,0,0,0,0,504,0,0,0,0,0,1208,0,0,0,0,0,0,26,0,0,0,0,0,192,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,336,1,0
Esophageal Adenocarcinoma.7,1941,0,0,0,0,1,290,0,0,0,0,0,119,0,0,0,0,0,93,0,0,0,0,0,10,37,0,0,0,0,0,125,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,79,0,0
Barrett's Esophagus.16,1700,0,0,0,0,0,210,0,0,0,0,0,46,0,0,0,0,0,1829,0,0,0,0,0,0,52,0,0,0,8,0,538,0,0,0,0,0,0,1,279,0,0,0,0,0,0,0,87,0,1
Barrett's Esophagus.17,549,0,0,0,0,0,124,0,0,1,0,0,29,0,0,0,0,0,2,0,0,0,0,284,0,228,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,31,0,1,0,0
