,4,7,9,13,14,17,21,23,26,29,31,37,44,49,52,54,55,56,60,69,78,79,80,94,96,98,99,111,114,128,129,131,133,134,137,143,149,151,158,159,160,169,179,182,183,184,194,203,214,215,220,221,223,226,227,229,239,243,245,246,247,248,252,256,259,261,277,281,283,285,286,289,295,299,305,307,308,314,316,318
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,3,13,0,0,0,0,0,0,30,0,0,0,1,0,0,6186,0,0,0,0,320,21,0,0,2,0,0,0,55,0,10,0,0,7,0,0,4,0,0,0,0,49,0,1,0,0,3,2,6,0,0,1,0,0,38,66,0,0
1,0,0,94,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2958,1,0,0,0,0,0,0,263,0,2,0,0,3,2,0,1,0,0,1,0,623,0,0,0,1,0,0,0,0,0,3,0,0,7,4,0,0
2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4843,124,0,0,0,0,0,0,964,0,32,0,0,0,0,0,0,133,0,0,0,24,0,0,0,0,5,24,18,0,0,0,0,1,3,2,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,0,0,0,2,25,0,0,0,1,0,0,0,161,0,5,0,0,6,0,0,0,0,0,0,0,4119,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0
4,0,0,0,0,11,0,0,0,11,0,0,0,1,36,0,2,1,2,0,0,0,1,0,4,7,1,32,152,0,0,1,0,18,97,1686,0,0,2,0,0,7,335,907,0,42,0,0,0,0,0,2112,0,1521,0,1,8,0,0,0,2,1,0,0,483,14,0,0,0,0,7,0,77,59,2,12,0,30,17,0,0
5,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,271,4,0,0,0,0,0,0,464,0,40,0,0,0,0,0,0,5,0,0,0,358,0,0,0,0,0,1,9,0,0,0,0,0,33,930,0,0
6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,223,73,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,43,0,0,0,0,0,3,0,0,0
7,0,0,260,157,0,1,15,0,0,0,1,0,14,5,1,0,1,10,0,0,1,29,0,7,0,0,0,0,0,44,90,0,0,0,0,0,0,0,0,4,0,0,494,528,0,0,0,0,0,0,582,0,1038,0,0,5,12,0,18,0,0,44,10,54,0,0,2,0,0,244,295,0,0,23,0,0,286,21,0,0
8,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,2,2793,0,0,0,2,0,0,1,626,0,0,0,0,1,0,0,0,0,0,3,0,1261,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0
