classes,fpr,tpr,auc
Chlortetracycline,0.0,0.0,1.0
Chlortetracycline,0.0,0.1,1.0
Chlortetracycline,0.0,1.0,1.0
Chlortetracycline,1.0,1.0,1.0
Control,0.0,0.0,1.0
Control,0.0,0.1,1.0
Control,0.0,1.0,1.0
Control,1.0,1.0,1.0
Penicillin,0.0,0.0,0.99
Penicillin,0.0,0.1,0.99
Penicillin,0.0,0.6,0.99
Penicillin,0.025,0.6,0.99
Penicillin,0.025,1.0,0.99
Penicillin,1.0,1.0,0.99
Vancomycin,0.0,0.0,1.0
Vancomycin,0.0,0.1,1.0
Vancomycin,0.0,1.0,1.0
Vancomycin,1.0,1.0,1.0
VancomycinPenicillin,0.0,0.0,1.0
VancomycinPenicillin,0.0,0.1,1.0
VancomycinPenicillin,0.0,1.0,1.0
VancomycinPenicillin,1.0,1.0,1.0
micro,0.0,0.0,0.9993
micro,0.0,0.02,0.9993
micro,0.0,0.86,0.9993
micro,0.005,0.86,0.9993
micro,0.005,1.0,0.9993
micro,1.0,1.0,0.9993
macro,0.0,0.9199999999999999,0.999
macro,0.025,1.0,0.999
macro,1.0,1.0,0.999
