features,j_cmi,MIfy
OTU_1,0.9983104413610835,0.9983104413610835
OTU_7063,-0.13285374117268128,0.23518464191872268
OTU_2124,-0.12936256950558145,0.22435929879062444
OTU_7573,-0.13243504740200157,0.21179115671103887
OTU_6635,-0.14354237250604196,0.20798786071592157
OTU_4234,-0.1314863933173459,0.20468954671415784
OTU_3887,-0.1337614764736214,0.20139298962160201
OTU_2995,-0.13350754197190923,0.18396153217667233
OTU_10638,-0.12820140708866207,0.18396153217667233
OTU_10457,-0.13239609006253122,0.18385191048488303
OTU_7102,-0.13689360910544568,0.17938363000312063
OTU_8197,-0.13326381502172746,0.1766425508159395
OTU_3232,-0.13272471681852904,0.17572979619979257
OTU_3298,-0.13715301084528475,0.17572979619979257
OTU_9680,-0.13117249205787074,0.1705975265264894
OTU_3110,-0.13103210114966368,0.16767348175905195
OTU_6246,-0.13458507945595904,0.16520299095435398
OTU_7152,-0.19491399161523493,0.16520299095435398
OTU_3689,-0.13252326433136125,0.16520299095435398
OTU_11767,-0.1316955731276352,0.16404468100949887
OTU_11671,-0.14993439571486672,0.16318419122533845
OTU_7004,-0.13212736838912498,0.1604959568360016
OTU_6950,-0.12316318194093878,0.15982452076206854
OTU_5045,-0.13398075314398428,0.15982452076206854
OTU_9529,-0.1338536469278519,0.15982452076206854
OTU_4165,-0.13107673107225748,0.15825233161354446
OTU_7060,-0.1309409579159153,0.15825233161354446
OTU_5068,-0.1289475803402339,0.15825233161354446
OTU_1148,-0.1286120098804271,0.15825233161354446
OTU_3486,-0.13523527933770835,0.15757494734876287
OTU_11643,-0.1299989680517772,0.15602940496642836
OTU_11716,-0.184509617341249,0.15425977629200682
OTU_8867,-0.13352794816481495,0.15425977629200682
OTU_4464,-0.12805709987295566,0.15425301105405143
OTU_5065,-0.1307196752263513,0.15292184763245076
OTU_9603,-0.23175075799608508,0.15203494299358833
OTU_3098,-0.13987268085756416,0.15139147166348987
OTU_11720,-0.13288587788710365,0.15139147166348987
OTU_10700,-0.15525945751524506,0.15139147166348987
OTU_284,-0.26910241883289027,0.15139147166348987
OTU_10303,-0.15895621621714018,0.14461805604202915
OTU_8199,-0.1311938513495926,0.14461805604202915
OTU_4159,-0.13789718520535904,0.14461805604202915
OTU_4589,-0.13474438844229158,0.14461805604202915
OTU_2292,-0.29880143277277604,0.14118278804619777
OTU_7527,-0.14403920823876543,0.14118278804619777
OTU_8097,-0.12732110479830633,0.13792982351052152
OTU_7127,-0.47765418306134755,0.13676689725502955
OTU_7253,-0.8734193587609924,0.13132460162035908
OTU_5701,-0.16791266760325368,0.12928280437948536
