mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__max_depth,param_scl,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.7103458404541015,0.055627871548946745,0.041121625900268556,0.007829654789717764,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",4,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 4, 'scl': NonScaler()}",0.8928571428571429,1.0,0.8214285714285714,0.9230769230769231,0.9230769230769231,0.9120879120879122,0.05754822405615896,2,0.9814814814814815,0.9537037037037037,0.9722222222222222,0.9545454545454546,0.9636363636363636,0.965117845117845,0.010606541595635057
0.6789830207824707,0.019172367734297275,0.039416933059692384,0.002390071164233464,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",8,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 8, 'scl': NonScaler()}",0.8571428571428571,1.0,0.8571428571428571,0.8846153846153846,0.9230769230769231,0.9043956043956044,0.05356508838221514,3,0.9907407407407407,0.9907407407407407,1.0,1.0,0.990909090909091,0.9944781144781144,0.0045090197066654245
0.658413028717041,0.009971948106900858,0.04092721939086914,0.004700266092468803,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",16,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 16, 'scl': NonScaler()}",0.8571428571428571,0.9642857142857143,0.8928571428571429,0.8846153846153846,0.9230769230769231,0.9043956043956044,0.03658697102106924,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.678148889541626,0.03414232746894263,0.037343072891235354,0.0019759196170449043,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",32,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 32, 'scl': NonScaler()}",0.8571428571428571,0.9642857142857143,0.8928571428571429,0.8846153846153846,0.9230769230769231,0.9043956043956044,0.03658697102106924,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6838408946990967,0.013488195035087804,0.0390831470489502,0.0028584660333939396,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",64,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 64, 'scl': NonScaler()}",0.8571428571428571,0.9642857142857143,0.8928571428571429,0.8846153846153846,0.9230769230769231,0.9043956043956044,0.03658697102106924,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.011377334594726562,0.000534557062159278,0.000914907455444336,0.00010830047894949252,"LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0)",,NonScaler(),0.0001,"{'clf': LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0), 'clf__C': 0.0001, 'scl': NonScaler()}",0.5,0.5714285714285714,0.5357142857142857,0.6153846153846154,0.5384615384615384,0.5521978021978022,0.03885202094431581,13,0.5648148148148148,0.5462962962962963,0.5462962962962963,0.5363636363636364,0.5545454545454546,0.5496632996632996,0.009517965275321985
0.012659263610839844,0.0031616449944893463,0.035352039337158206,0.003075972003725687,"LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0)",,"QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='normal', random_state=None,
                    subsample=100000)",0.0001,"{'clf': LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0), 'clf__C': 0.0001, 'scl': QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='normal', random_state=None,
                    subsample=100000)}",0.9285714285714286,1.0,0.8928571428571429,0.9230769230769231,0.9230769230769231,0.9335164835164835,0.035540575008343345,1,0.9444444444444444,0.9166666666666666,0.9537037037037037,0.9272727272727272,0.9272727272727272,0.9338720538720539,0.013328145778590606
0.010303115844726563,0.0008340504651949337,0.0032054424285888673,3.214448375284951e-05,"LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0)",,"QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='uniform', random_state=None,
                    subsample=100000)",0.0001,"{'clf': LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0), 'clf__C': 0.0001, 'scl': QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='uniform', random_state=None,
                    subsample=100000)}",0.8214285714285714,0.8571428571428571,0.75,0.8076923076923077,0.9230769230769231,0.8318681318681319,0.05719038598193081,11,0.8703703703703703,0.8425925925925926,0.8703703703703703,0.8818181818181818,0.8636363636363636,0.8657575757575756,0.01297393387689919
0.01129302978515625,0.0005290992198092241,0.0008222103118896484,5.091799266135675e-05,"LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0)",,NonScaler(),1.0,"{'clf': LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0), 'clf__C': 1.0, 'scl': NonScaler()}",0.6071428571428571,0.6785714285714286,0.5357142857142857,0.6153846153846154,0.6153846153846154,0.6104395604395604,0.04535547051316252,12,0.6203703703703703,0.5833333333333334,0.6388888888888888,0.6090909090909091,0.6,0.6103367003367004,0.01872689619056853
0.018031597137451172,0.0005896912130862583,0.038277196884155276,0.002698014991796371,"LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0)",,"QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='normal', random_state=None,
                    subsample=100000)",1.0,"{'clf': LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=0, tol=0.0001,
          verbose=0), 'clf__C': 1.0, 'scl': QuantileTransformer(copy=True, ignore_implicit_zeros=False, n_quantiles=1000,
                    output_distribution='normal', random_state=None,
                    subsample=100000)}",0.8928571428571429,0.8928571428571429,0.8214285714285714,0.8846153846153846,0.8846153846153846,0.8752747252747252,0.027174204437095048,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
