,1023,1640,2086,938,1450,2363,162,1655,1375,768,1891,2625,1846,2701,1634,473,1197,504,2063,655,542,244,1971,1840,17,2592,2146,2434,1018,2604,2879,1449,2940,2237,1843,1796,2550,915,364,2118,1887,2147,857,2085,2140,1368,1312,1916,2556,1064
Subject2_Left,38,0,0,0,31,0,3,145,0,0,36,0,46,0,0,17,0,9,4,5,0,11,0,2,0,25,8,0,0,51,1,71,0,0,83,0,2,0,0,1,2,0,12,0,6,0,6,8,0,0
Subject2_Left.1,8,0,1,0,15,0,9,23,0,0,34,0,33,0,0,25,0,7,0,13,0,26,0,0,0,9,11,0,0,120,0,42,0,0,37,0,11,0,0,1,1,0,21,0,10,0,3,12,0,0
Subject2_Left.2,6,0,3,0,35,0,3,34,0,0,21,0,49,0,0,23,0,6,0,31,0,16,0,0,0,6,9,0,0,102,0,33,0,0,32,0,7,0,0,2,2,0,7,0,19,0,0,12,0,0
Subject2_Left.3,3,0,1,0,13,0,5,34,0,0,28,0,25,0,0,20,0,4,0,25,0,18,0,0,0,7,4,0,0,99,0,41,0,0,11,0,9,1,0,2,1,0,13,0,17,0,3,6,0,0
Subject2_Right,225,0,0,0,5,0,5,96,0,0,6,0,10,0,0,29,1,0,5,10,0,6,0,6,0,28,6,0,0,22,0,12,0,0,156,0,4,0,0,1,9,0,11,1,6,0,1,5,0,0
Subject2_Left.4,133,0,1,0,22,0,4,62,0,0,28,0,33,0,0,10,0,8,14,6,0,9,0,2,0,16,8,0,0,53,0,37,0,0,71,0,9,0,0,0,1,0,6,0,10,0,1,2,0,0
Subject2_Left.5,73,0,0,0,9,0,2,119,0,0,7,0,14,0,0,17,0,7,3,6,0,3,0,5,0,17,9,0,0,59,0,16,0,0,185,0,5,0,0,2,5,0,12,0,4,0,2,1,0,0
Subject2_Right.1,87,0,0,0,4,0,1,159,0,0,0,0,4,0,0,10,1,0,36,4,0,6,0,3,0,19,2,0,0,16,0,11,0,0,148,0,1,0,0,1,17,0,7,3,1,0,0,4,0,0
Subject2_Right.2,135,0,0,0,17,0,5,103,0,0,4,0,26,0,0,19,1,9,21,11,0,5,0,3,0,29,6,0,0,39,0,32,0,0,94,0,5,7,0,3,2,0,35,0,8,0,1,2,0,0
Subject2_Left.6,34,0,1,0,32,0,3,103,0,0,18,0,80,0,0,1,0,2,0,1,0,1,0,4,0,7,2,0,0,13,0,212,0,0,28,0,5,0,0,3,6,0,78,0,0,0,2,4,0,0
Subject2_Right.3,52,0,0,0,12,0,0,53,0,0,4,0,16,0,0,0,0,2,2,0,0,1,0,16,0,21,1,0,0,0,0,68,0,0,106,0,0,0,0,2,10,0,14,0,0,0,0,0,0,0
Subject2_Right.4,124,0,0,0,4,0,0,89,0,0,13,0,9,0,0,8,0,2,52,1,0,0,0,4,0,24,3,0,0,9,0,16,0,0,102,0,1,0,0,1,12,0,10,0,3,0,0,2,0,0
Subject2_Right.5,244,0,0,0,4,0,2,44,0,0,6,0,13,0,0,4,0,1,4,2,0,1,0,6,0,25,6,0,0,18,0,5,0,0,180,0,4,0,0,0,5,0,5,0,5,0,1,0,0,0
Subject2_Right.6,252,0,0,0,14,0,2,100,0,1,6,0,14,0,0,24,0,3,15,2,0,2,0,2,0,18,3,0,0,20,0,26,0,0,79,0,4,0,1,0,0,0,9,0,7,0,0,12,0,0
Subject2_Left.7,287,0,0,0,3,0,1,99,0,0,1,0,2,0,0,14,0,2,3,5,0,10,0,5,0,22,3,0,0,30,0,11,0,0,100,0,5,0,0,0,6,0,6,0,7,0,0,4,0,0
Subject2_Left.8,0,0,4,0,81,0,3,32,0,0,72,0,172,0,0,13,0,1,0,2,0,3,0,0,0,2,2,0,0,21,0,282,0,0,5,0,0,0,0,7,0,0,55,0,0,0,21,1,0,0
Subject2_Right.7,52,0,0,0,26,0,0,65,0,0,5,0,57,0,0,6,0,1,2,0,0,2,0,28,0,20,0,0,0,5,0,143,0,0,79,0,0,0,0,1,20,0,47,0,3,0,1,0,1,0
Subject2_Right.8,283,0,0,0,1,0,0,78,0,0,0,0,4,0,0,4,0,0,2,1,0,0,0,6,0,13,2,0,0,6,0,11,0,0,138,0,0,0,0,0,3,0,4,3,1,0,0,3,0,0
Subject2_Right.9,66,0,0,0,1,0,0,49,0,0,1,0,9,0,0,1,0,1,5,0,0,1,0,1,0,6,3,0,0,10,0,12,0,0,71,0,1,0,0,0,1,0,5,0,3,0,0,1,0,0
Subject2_Right.10,291,0,0,0,10,0,2,88,0,0,4,0,10,0,0,5,0,2,6,1,0,5,0,6,0,18,13,0,0,14,0,17,0,0,153,0,1,0,1,0,3,0,4,0,3,0,0,2,0,0
Subject2_Left.9,52,0,1,0,27,0,2,71,0,0,23,0,56,0,0,6,1,2,0,2,0,0,0,4,0,4,7,0,0,12,0,135,0,0,15,0,1,0,0,2,0,0,32,0,1,0,3,0,0,0
Subject2_Right.11,167,0,0,0,38,0,1,172,0,0,7,0,53,0,0,4,2,0,0,0,0,1,0,9,0,15,4,0,0,4,0,97,0,0,41,0,1,0,0,3,5,0,39,0,3,0,1,0,2,0
Subject2_Right.12,42,0,0,0,6,0,7,35,0,0,4,0,8,0,0,13,0,3,23,2,0,4,0,1,0,18,8,0,0,16,0,15,0,0,23,0,6,0,0,0,0,0,11,1,4,1,0,2,0,0
Subject2_Left.10,58,0,5,0,8,0,2,28,0,0,10,0,18,0,0,7,3,5,1,2,0,4,0,0,0,17,10,0,0,30,0,15,0,0,42,0,2,0,0,1,1,0,5,0,7,0,0,4,0,0
Subject2_Left.11,14,0,1,0,59,0,3,65,0,0,10,0,124,0,0,8,0,2,1,5,0,1,0,1,0,0,3,0,0,10,0,336,0,0,2,0,2,0,0,8,0,0,88,0,2,0,2,0,0,0
Subject2_Right.13,48,0,0,0,53,0,0,89,0,0,7,0,96,0,3,6,0,0,1,1,0,1,0,7,0,13,5,0,0,5,0,168,0,0,37,0,1,0,0,3,4,0,44,0,1,0,1,1,1,0
Subject2_Left.12,27,0,0,0,5,0,1,38,0,0,22,0,17,0,0,26,0,2,0,6,0,4,0,4,0,4,5,0,0,50,0,24,0,0,26,0,0,0,0,2,6,0,11,0,0,0,2,8,0,0
Subject2_Right.14,44,0,0,0,20,0,2,77,0,0,8,0,17,0,0,12,1,3,10,2,0,0,0,6,0,11,9,0,0,26,0,43,0,0,91,0,8,0,0,3,2,0,16,0,3,0,4,3,1,0
Subject2_Left.13,94,0,1,0,43,0,1,62,0,0,19,0,53,0,0,13,0,6,0,5,0,3,0,6,0,9,6,0,0,29,0,145,0,0,39,0,12,0,0,2,0,0,49,0,3,0,0,4,0,0
Subject2_Left.14,0,0,6,0,89,0,1,32,0,0,78,0,128,0,0,8,0,1,1,3,0,3,0,0,0,2,1,0,0,34,0,248,0,0,13,0,4,0,0,7,1,0,57,0,2,0,8,1,0,0
Subject2_Right.15,19,0,0,0,21,1,0,35,0,0,4,0,22,0,0,2,0,0,1,1,0,0,0,11,0,28,3,0,0,2,0,64,0,0,123,0,2,0,0,0,15,0,19,0,1,0,0,0,2,0
Subject2_Left.15,130,0,0,0,38,0,4,156,1,0,21,0,45,0,0,25,0,4,0,2,0,3,0,0,0,14,17,0,0,50,0,112,0,0,61,0,2,0,0,1,29,0,33,0,1,0,0,1,1,0
Subject2_Right.16,180,0,0,0,9,0,0,85,0,0,0,0,11,0,0,11,0,3,1,8,0,2,0,6,0,11,0,0,0,15,0,10,0,0,110,0,0,0,0,0,12,0,6,2,2,0,1,1,2,0
Subject2_Left.16,137,0,1,0,24,0,2,117,0,0,11,0,27,0,0,23,0,6,5,16,0,4,0,2,0,14,4,0,0,72,0,30,0,0,101,0,6,0,0,1,6,0,6,0,10,0,4,4,0,0
Subject2_Left.17,14,0,0,0,40,0,3,67,0,0,10,0,34,0,0,13,0,5,1,4,0,6,0,2,0,6,19,0,0,38,0,101,0,0,19,0,5,0,0,2,1,0,22,0,8,0,3,0,0,0
Subject2_Left.18,31,0,0,0,11,0,3,20,0,0,4,0,28,0,0,19,0,8,0,8,0,3,0,1,0,5,5,0,0,15,0,39,0,0,12,0,6,0,0,6,0,0,13,0,9,0,0,1,0,0
Subject2_Right.17,289,0,0,0,3,0,1,133,1,0,0,0,12,0,0,12,0,5,61,5,0,1,0,3,0,33,5,0,0,37,0,10,0,0,86,0,2,2,0,1,10,0,3,3,9,0,0,4,0,0
Subject2_Left.19,26,0,0,0,14,0,11,43,0,0,8,0,23,0,0,7,0,7,3,11,0,6,0,3,0,8,15,0,0,71,0,20,0,0,75,0,7,0,0,3,2,0,10,0,15,0,3,1,0,0
Subject3_Left,450,0,0,0,0,1,0,4,0,0,0,0,2,0,4,0,0,0,39,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Subject3_Left.1,744,0,0,0,0,0,0,21,0,0,0,1,1,0,3,0,0,0,29,0,12,0,2,0,0,14,0,1,1,0,0,1,0,0,6,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0
Subject3_Left.2,844,0,0,0,0,5,0,68,2,0,0,3,6,0,4,0,0,0,18,0,0,0,1,0,0,12,0,1,2,0,0,2,0,0,9,11,0,3,0,0,0,0,2,0,0,0,0,0,0,0
Subject3_Left.3,875,0,0,0,0,3,0,26,1,0,0,15,4,0,4,1,0,0,37,0,0,0,0,0,0,24,0,0,2,0,2,0,1,0,4,0,0,1,3,0,0,1,1,2,0,0,0,0,0,0
Subject3_Right,498,0,0,0,0,3,0,9,4,0,0,0,2,0,3,0,0,0,96,0,0,0,0,0,0,25,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Subject3_Left.4,763,0,0,0,0,2,0,21,0,0,0,0,8,0,6,0,0,0,18,0,0,0,0,0,0,19,0,2,2,0,1,0,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Subject3_Right.1,615,0,0,0,0,6,0,41,5,1,0,0,5,0,17,1,1,0,24,0,1,1,3,0,0,117,0,0,0,0,0,2,0,0,7,0,0,3,0,0,0,0,2,7,0,0,0,0,5,0
Subject3_Right.2,317,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,1,0,56,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,14,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Subject3_Right.3,155,0,0,0,0,1,0,7,0,0,0,1,4,0,1,0,1,0,9,0,0,0,0,0,0,7,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject3_Right.4,748,0,0,0,2,2,0,33,2,0,0,0,1,1,3,0,6,0,29,0,2,1,4,0,0,27,0,8,1,0,0,1,1,1,0,4,0,1,2,0,0,0,0,2,0,0,0,0,0,1
Subject3_Left.5,355,0,0,0,0,3,0,12,0,0,0,0,1,0,7,0,0,0,24,0,0,0,3,0,0,2,0,0,2,0,0,1,0,1,2,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0
Subject3_Left.6,1353,0,0,0,0,8,0,23,0,0,0,0,10,0,13,0,5,0,19,0,0,0,2,0,0,10,0,1,0,0,0,0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Subject3_Right.5,686,0,0,0,0,14,0,43,10,0,0,0,13,0,7,0,1,0,42,0,0,0,1,0,0,55,0,0,0,0,1,1,0,2,12,0,0,1,4,0,0,0,3,2,0,0,0,0,1,0
Subject3_Right.6,725,0,0,0,0,3,0,22,5,0,0,0,7,0,2,0,0,0,27,0,25,0,0,0,0,4,0,0,4,0,3,2,0,0,2,0,0,2,0,0,0,0,12,0,0,0,0,0,0,12
Subject3_Right.7,524,0,0,0,0,4,0,12,11,0,0,0,2,0,8,0,3,0,20,0,3,0,1,0,0,7,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0
Subject3_Left.7,626,0,0,0,0,21,0,16,2,0,0,1,3,0,30,0,13,0,42,0,0,2,2,1,0,31,0,0,4,0,1,2,0,3,25,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0
Subject3_Right.8,845,0,0,0,0,16,0,32,0,0,0,1,5,0,9,0,7,0,46,0,1,0,6,0,0,59,0,1,0,0,1,1,1,1,9,0,0,5,1,0,0,1,3,5,0,0,0,0,2,2
Subject3_Right.9,503,0,0,0,0,0,0,15,2,0,0,0,1,0,1,0,1,0,20,0,1,0,0,0,0,21,0,0,0,2,1,0,0,2,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
Subject3_Left.8,598,0,0,4,0,6,0,13,0,0,0,5,1,0,4,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,3,4,1,0,7,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Subject3_Left.9,997,0,0,0,0,4,0,10,1,0,0,0,3,0,9,0,0,0,9,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Subject3_Right.10,504,0,0,0,0,6,0,25,5,0,0,0,6,0,9,1,1,0,155,0,0,0,0,0,0,242,0,0,6,0,0,0,1,0,15,0,0,2,0,0,0,1,3,16,0,1,0,0,1,0
Subject3_Left.10,566,0,0,0,0,4,0,28,1,0,0,10,2,0,11,0,0,0,67,0,2,0,0,0,0,24,0,2,1,0,6,2,0,0,75,2,0,5,1,1,2,0,1,0,0,0,0,0,0,0
Subject3_Right.11,696,0,0,0,0,12,0,7,2,0,0,0,2,0,5,0,1,0,25,0,0,0,1,0,0,17,0,0,0,0,4,3,1,0,11,1,0,4,0,0,0,1,3,0,0,0,0,0,3,2
Subject3_Left.11,621,0,0,0,0,2,0,17,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Subject3_Right.12,859,0,0,0,0,4,0,36,8,0,0,0,1,0,5,0,5,0,12,0,1,0,0,0,0,138,0,0,0,0,0,0,2,1,8,1,0,1,2,0,0,0,1,10,0,0,0,0,0,2
Subject3_Left.12,942,0,0,0,0,0,0,21,0,0,0,10,3,0,0,0,5,0,122,0,2,0,1,0,0,18,0,0,0,2,0,4,2,0,16,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0
Subject3_Left.13,812,0,0,0,0,1,0,19,2,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,12,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,2,5,0,0,0,0,1,0
Subject3_Left.14,964,0,0,0,0,8,0,32,0,0,0,5,0,0,17,0,0,0,30,0,1,0,1,0,0,15,0,1,0,0,1,0,1,0,18,3,0,4,1,1,0,1,4,1,0,0,0,0,0,0
Subject3_Left.15,761,0,0,0,0,9,0,26,1,0,0,1,1,0,1,0,0,0,63,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,15,1,0,2,2,0,0,1,2,2,0,0,0,0,0,0
Subject3_Right.13,758,0,0,0,0,7,0,15,2,0,0,7,6,0,4,0,1,0,92,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,8,1,0,2,1,0,0,0,11,1,0,0,0,0,0,0
