#SampleID,OTU_1,OTU_2,OTU_3,OTU_4,OTU_5,OTU_7,OTU_8,OTU_9,OTU_10,OTU_11,OTU_12,OTU_13,OTU_14,OTU_15,OTU_16,OTU_17,OTU_18,OTU_19,OTU_20,OTU_21,OTU_22,OTU_23,OTU_24,OTU_25,OTU_26,OTU_27,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_33,OTU_34,OTU_35,OTU_36,OTU_37,OTU_38,OTU_39,OTU_40,OTU_41,OTU_43,OTU_44,OTU_45,OTU_46,OTU_47,OTU_48,OTU_49,OTU_50,OTU_51,OTU_52,OTU_53,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_59,OTU_60,OTU_61,OTU_62,OTU_64,OTU_65,OTU_66,OTU_67,OTU_68,OTU_69,OTU_70,OTU_71,OTU_72,OTU_73,OTU_74,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_80,OTU_81,OTU_84,OTU_85,OTU_86,OTU_87,OTU_88,OTU_89,OTU_90,OTU_91,OTU_92,OTU_93,OTU_94,OTU_95,OTU_96,OTU_97,OTU_98,OTU_100,OTU_101,OTU_103,OTU_104,OTU_105,OTU_106,OTU_107,OTU_108,OTU_109,OTU_111,OTU_112,OTU_113,OTU_114,OTU_115,OTU_116,OTU_117,OTU_120,OTU_121
SRR521177,0.0014749262536873154,0.019174041297935103,0.008849557522123894,0.005899705014749263,0.0,0.0,0.0014749262536873154,0.057522123893805316,0.002949852507374631,0.0,0.005899705014749263,0.011799410029498523,0.035398230088495575,0.0014749262536873154,0.0,0.0014749262536873154,0.0,0.0,0.0,0.0014749262536873154,0.0,0.017699115044247787,0.016224188790560472,0.004424778761061947,0.0014749262536873154,0.06784660766961652,0.0,0.002949852507374631,0.0014749262536873154,0.0,0.0014749262536873154,0.11061946902654868,0.002949852507374631,0.0014749262536873154,0.002949852507374631,0.0,0.0014749262536873154,0.0,0.002949852507374631,0.0,0.0014749262536873154,0.0014749262536873154,0.0014749262536873154,0.0,0.0,0.0,0.0,0.02359882005899705,0.0014749262536873154,0.002949852507374631,0.004424778761061947,0.0014749262536873154,0.0,0.0,0.0,0.0,0.002949852507374631,0.0,0.0,0.0,0.0,0.0,0.17551622418879054,0.007374631268436578,0.0,0.04277286135693215,0.01032448377581121,0.002949852507374631,0.004424778761061947,0.002949852507374631,0.0,0.004424778761061947,0.0,0.0,0.0,0.05899705014749264,0.08702064896755163,0.0,0.04867256637168142,0.007374631268436578,0.005899705014749263,0.0,0.0014749262536873154,0.014749262536873156,0.0014749262536873154,0.0014749262536873154,0.0,0.0,0.04129793510324484,0.0014749262536873154,0.0014749262536873154,0.007374631268436578,0.005899705014749263,0.0,0.0,0.0014749262536873154,0.0,0.007374631268436578,0.002949852507374631,0.0,0.0,0.0,0.007374631268436578,0.0014749262536873154,0.005899705014749263,0.0,0.0,0.0,0.0,0.0,0.0
SRR521196,0.0012195121951219512,0.02926829268292683,0.007317073170731708,0.006097560975609756,0.0,0.0,0.0,0.040243902439024384,0.0024390243902439024,0.0,0.003658536585365854,0.004878048780487805,0.01707317073170732,0.0012195121951219512,0.0,0.0012195121951219512,0.0,0.0,0.0,0.0012195121951219512,0.0,0.021951219512195117,0.00853658536585366,0.006097560975609756,0.007317073170731708,0.03170731707317073,0.0024390243902439024,0.004878048780487805,0.0,0.0,0.0,0.14878048780487804,0.0012195121951219512,0.0,0.0024390243902439024,0.0,0.0012195121951219512,0.0,0.0,0.0,0.0012195121951219512,0.0012195121951219512,0.0024390243902439024,0.0,0.0,0.0,0.0,0.03170731707317073,0.0012195121951219512,0.0,0.0,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0024390243902439024,0.0012195121951219512,0.0,0.0012195121951219512,0.0,0.0,0.20853658536585365,0.004878048780487805,0.0012195121951219512,0.03658536585365853,0.013414634146341465,0.003658536585365854,0.0,0.0,0.0012195121951219512,0.0,0.0,0.0,0.0,0.03414634146341464,0.059756097560975614,0.0,0.09146341463414634,0.004878048780487805,0.00975609756097561,0.0,0.0012195121951219512,0.02073170731707317,0.0012195121951219512,0.0012195121951219512,0.0,0.006097560975609756,0.05853658536585366,0.0012195121951219512,0.006097560975609756,0.004878048780487805,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.003658536585365854,0.003658536585365854,0.0,0.0,0.0,0.0,0.0,0.0012195121951219512
SRR521173,0.0,0.01539942252165544,0.0028873917228103944,0.00384985563041386,0.0,0.0,0.0,0.012512030798845044,0.008662175168431183,0.013474494706448507,0.0009624639076034648,0.005774783445620789,0.016361886429258902,0.0009624639076034648,0.0,0.0,0.0,0.0009624639076034648,0.0,0.0,0.0009624639076034648,0.01539942252165544,0.00384985563041386,0.006737247353224254,0.04234841193455245,0.04716073147256978,0.0,0.0028873917228103944,0.0,0.0,0.0,0.17901828681424448,0.0,0.0,0.0,0.0,0.0,0.0009624639076034648,0.0019249278152069296,0.0,0.004812319538017324,0.0,0.0028873917228103944,0.011549566891241578,0.0009624639076034648,0.0,0.0,0.04619826756496631,0.00384985563041386,0.0,0.0,0.0009624639076034648,0.0019249278152069296,0.0,0.0,0.0,0.0028873917228103944,0.0,0.0,0.0,0.0009624639076034648,0.0,0.25890279114533205,0.0019249278152069296,0.004812319538017324,0.019249278152069296,0.009624639076034648,0.029836381135707413,0.0028873917228103944,0.0009624639076034648,0.0076997112608277185,0.0,0.0009624639076034648,0.0,0.0,0.032723772858517804,0.02598652550529355,0.0,0.03464870067372473,0.0356111645813282,0.010587102983638113,0.0009624639076034648,0.0,0.004812319538017324,0.0,0.00384985563041386,0.0,0.0,0.02021174205967276,0.0,0.0009624639076034648,0.004812319538017324,0.0009624639076034648,0.0009624639076034648,0.0,0.0009624639076034648,0.0,0.0009624639076034648,0.0,0.0,0.0,0.0,0.00384985563041386,0.005774783445620789,0.005774783445620789,0.0019249278152069296,0.0,0.0,0.0,0.0,0.0
SRR521188,0.0008795074758135446,0.022867194371152155,0.008795074758135445,0.0035180299032541783,0.0008795074758135446,0.0017590149516270891,0.0,0.01759014951627089,0.0043975373790677225,0.023746701846965697,0.0,0.010554089709762531,0.019349164467897976,0.0,0.0,0.0,0.0,0.0017590149516270891,0.0026385224274406327,0.0,0.0,0.011433597185576077,0.006156552330694811,0.0043975373790677225,0.0079155672823219,0.059806508355321024,0.0,0.0008795074758135446,0.0,0.0,0.0,0.06596306068601583,0.0070360598065083565,0.0,0.0008795074758135446,0.0,0.0,0.0,0.0,0.0008795074758135446,0.0017590149516270891,0.0,0.0026385224274406327,0.028144239226033426,0.0008795074758135446,0.0,0.0,0.032541776605101144,0.0026385224274406327,0.0,0.0,0.0017590149516270891,0.0,0.0,0.0,0.0,0.0008795074758135446,0.0,0.0008795074758135446,0.0,0.0035180299032541783,0.0,0.27352682497801234,0.0008795074758135446,0.0008795074758135446,0.010554089709762531,0.01759014951627089,0.0008795074758135446,0.0017590149516270891,0.0,0.0035180299032541783,0.0,0.0,0.0008795074758135446,0.0,0.03693931398416887,0.08883025505716799,0.0026385224274406327,0.0026385224274406327,0.024626209322779244,0.010554089709762531,0.0,0.0026385224274406327,0.0079155672823219,0.0,0.0,0.0,0.0008795074758135446,0.0932277924362357,0.0008795074758135446,0.0,0.0043975373790677225,0.006156552330694811,0.0,0.0,0.006156552330694811,0.0008795074758135446,0.0008795074758135446,0.0,0.0,0.0,0.0,0.0,0.0035180299032541783,0.0,0.0,0.0,0.028144239226033426,0.0,0.0,0.0
SRR521174,0.0,0.025210084033613446,0.015406162464985997,0.0028011204481792717,0.0,0.0014005602240896359,0.0028011204481792717,0.0392156862745098,0.014005602240896359,0.028011204481792718,0.0,0.02100840336134454,0.02100840336134454,0.0,0.0014005602240896359,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0056022408963585435,0.014005602240896359,0.014005602240896359,0.011204481792717087,0.08683473389355742,0.0,0.0056022408963585435,0.0014005602240896359,0.0,0.0,0.04901960784313725,0.0196078431372549,0.0,0.0028011204481792717,0.0014005602240896359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018207282913165267,0.0,0.0014005602240896359,0.0,0.03361344537815126,0.004201680672268907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028011204481792717,0.0014005602240896359,0.0,0.0,0.0014005602240896359,0.0,0.21568627450980396,0.0,0.0,0.008403361344537815,0.0070028011204481795,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0,0.0,0.028011204481792718,0.06722689075630252,0.0070028011204481795,0.0028011204481792717,0.05882352941176471,0.012605042016806723,0.0,0.0028011204481792717,0.011204481792717087,0.0014005602240896359,0.0,0.0,0.0014005602240896359,0.0784313725490196,0.0,0.0,0.0014005602240896359,0.004201680672268907,0.0,0.0,0.004201680672268907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014005602240896359,0.0028011204481792717,0.0,0.0,0.025210084033613446,0.0,0.0,0.0
SRR521221,0.0,0.014184397163120569,0.0023640661938534283,0.003940110323089046,0.0007880220646178094,0.0,0.0,0.05200945626477541,0.0252167060677699,0.009456264775413713,0.0,0.0047281323877068565,0.007880220646178092,0.0015760441292356187,0.0,0.0,0.0007880220646178094,0.0007880220646178094,0.0,0.0,0.0007880220646178094,0.007880220646178092,0.0047281323877068565,0.0015760441292356187,0.047281323877068564,0.0,0.0,0.0007880220646178094,0.0,0.0,0.0015760441292356187,0.14736012608353033,0.0007880220646178094,0.0,0.0007880220646178094,0.0007880220646178094,0.0,0.0,0.0015760441292356187,0.0,0.0007880220646178094,0.0007880220646178094,0.0,0.0007880220646178094,0.0,0.0007880220646178094,0.0,0.02836879432624113,0.0007880220646178094,0.0,0.0,0.0,0.0007880220646178094,0.0,0.0,0.0007880220646178094,0.0023640661938534283,0.0,0.0,0.0,0.008668242710795903,0.003152088258471237,0.16548463356973994,0.005516154452324665,0.0,0.02836879432624113,0.0,0.05358550039401103,0.013396375098502758,0.0023640661938534283,0.007880220646178092,0.0007880220646178094,0.0007880220646178094,0.0,0.0,0.029944838455476755,0.061465721040189124,0.0,0.048857368006304185,0.0851063829787234,0.005516154452324665,0.0,0.0,0.011820330969267141,0.0,0.0015760441292356187,0.0023640661938534283,0.014972419227738376,0.03940110323089047,0.008668242710795903,0.0,0.0015760441292356187,0.0047281323877068565,0.0,0.003152088258471237,0.0007880220646178094,0.0,0.0,0.0,0.0007880220646178094,0.0007880220646178094,0.0,0.003152088258471237,0.0,0.003940110323089046,0.0007880220646178094,0.0,0.0,0.0,0.0,0.0
SRR521178,0.002594033722438392,0.02594033722438392,0.010376134889753566,0.002594033722438392,0.0,0.0,0.0012970168612191958,0.08560311284046693,0.005188067444876783,0.002594033722438392,0.011673151750972765,0.007782101167315175,0.03501945525291829,0.002594033722438392,0.002594033722438392,0.0012970168612191958,0.002594033722438392,0.0012970168612191958,0.0038910505836575885,0.0,0.0012970168612191958,0.009079118028534372,0.0012970168612191958,0.01556420233463035,0.01556420233463035,0.08300907911802853,0.0,0.005188067444876783,0.0,0.0012970168612191958,0.0012970168612191958,0.14396887159533073,0.0012970168612191958,0.0012970168612191958,0.0012970168612191958,0.0,0.0012970168612191958,0.0,0.0012970168612191958,0.0012970168612191958,0.0,0.002594033722438392,0.0012970168612191958,0.002594033722438392,0.0,0.002594033722438392,0.0,0.018158236057068743,0.0012970168612191958,0.0,0.0012970168612191958,0.0012970168612191958,0.0,0.0012970168612191958,0.0,0.0,0.0,0.0,0.0,0.002594033722438392,0.0,0.0,0.13229571984435798,0.005188067444876783,0.002594033722438392,0.04280155642023346,0.01297016861219196,0.0,0.0,0.0012970168612191958,0.0,0.0012970168612191958,0.0,0.0,0.0,0.04928664072632944,0.057068741893644616,0.0,0.07263294422827497,0.0012970168612191958,0.0038910505836575885,0.0,0.002594033722438392,0.007782101167315175,0.0012970168612191958,0.0,0.0,0.0,0.05577172503242543,0.0,0.0012970168612191958,0.0038910505836575885,0.00648508430609598,0.0,0.0,0.0012970168612191958,0.0,0.0,0.0,0.0,0.0012970168612191958,0.0,0.0012970168612191958,0.0012970168612191958,0.0038910505836575885,0.0,0.0,0.0,0.0,0.0,0.0
SRR521187,0.005509641873278237,0.03443526170798898,0.02066115702479339,0.006887052341597796,0.0,0.0013774104683195593,0.0027548209366391185,0.0,0.0,0.0,0.0,0.04269972451790634,0.07024793388429752,0.0,0.0,0.0,0.0027548209366391185,0.0013774104683195593,0.0,0.0013774104683195593,0.0,0.005509641873278237,0.02479338842975207,0.0,0.0,0.0,0.0013774104683195593,0.0,0.0,0.0,0.0,0.08126721763085401,0.0027548209366391185,0.0,0.0013774104683195593,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593,0.0,0.004132231404958678,0.04683195592286502,0.0,0.0,0.0,0.1019283746556474,0.0013774104683195593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19972451790633608,0.02066115702479339,0.009641873278236915,0.0,0.0,0.0013774104683195593,0.005509641873278237,0.004132231404958678,0.015151515151515154,0.0013774104683195593,0.0,0.0,0.0,0.08677685950413222,0.03168044077134986,0.0,0.0027548209366391185,0.06887052341597796,0.011019283746556474,0.0013774104683195593,0.0027548209366391185,0.011019283746556474,0.0,0.0,0.0,0.0,0.03581267217630854,0.0027548209366391185,0.0,0.0,0.004132231404958678,0.0027548209366391185,0.0,0.008264462809917356,0.0,0.0,0.0,0.0013774104683195593,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.0,0.0,0.0,0.0,0.0
SRR521198,0.0,0.018469656992084436,0.0065963060686015824,0.00395778364116095,0.0013192612137203164,0.0,0.0013192612137203164,0.03693931398416887,0.0013192612137203164,0.0,0.0013192612137203164,0.0065963060686015824,0.02902374670184697,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0,0.0,0.0,0.0026385224274406327,0.00395778364116095,0.0026385224274406327,0.01978891820580475,0.027704485488126648,0.0,0.0013192612137203164,0.0,0.0,0.0,0.1741424802110818,0.0,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0026385224274406327,0.0,0.0013192612137203164,0.0,0.0,0.044854881266490766,0.0065963060686015824,0.0,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0,0.0,0.22295514511873352,0.02638522427440633,0.0026385224274406327,0.03034300791556728,0.0026385224274406327,0.0013192612137203164,0.0,0.0,0.0013192612137203164,0.0,0.0,0.0,0.0,0.05013192612137203,0.05936675461741425,0.0,0.07387862796833773,0.017150395778364115,0.0065963060686015824,0.0,0.0,0.014511873350923485,0.0013192612137203164,0.00395778364116095,0.0,0.0,0.056728232189973624,0.0,0.00395778364116095,0.0026385224274406327,0.0079155672823219,0.0,0.0,0.0,0.0,0.0013192612137203164,0.0013192612137203164,0.0,0.0,0.0,0.0013192612137203164,0.0013192612137203164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR521214,0.0,0.03337969401947149,0.011126564673157162,0.006954102920723227,0.0,0.0027816411682892906,0.0,0.0013908205841446453,0.0,0.0,0.0,0.023643949930458968,0.0890125173852573,0.0027816411682892906,0.0,0.0,0.0013908205841446453,0.0027816411682892906,0.0013908205841446453,0.0013908205841446453,0.0,0.0027816411682892906,0.01808066759388039,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.05146036161335188,0.0027816411682892906,0.0013908205841446453,0.005563282336578581,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.008344923504867872,0.027816411682892908,0.0,0.0,0.0027816411682892906,0.07927677329624479,0.006954102920723227,0.0,0.0,0.004172461752433936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29624478442280944,0.011126564673157162,0.0,0.0,0.0,0.0,0.0,0.006954102920723227,0.012517385257301807,0.0013908205841446453,0.0,0.0,0.0,0.12656467315716272,0.011126564673157162,0.0,0.0013908205841446453,0.019471488178025038,0.004172461752433936,0.0,0.0027816411682892906,0.009735744089012515,0.0,0.0,0.0,0.0013908205841446453,0.08066759388038942,0.0027816411682892906,0.0,0.0,0.005563282336578581,0.0,0.004172461752433936,0.0013908205841446453,0.0,0.0,0.004172461752433936,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0
