#SampleID,OTU_1,OTU_3,OTU_6,OTU_7,OTU_8,OTU_10,OTU_11,OTU_12,OTU_13,OTU_14,OTU_15,OTU_17,OTU_18,OTU_19,OTU_21,OTU_26,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_33,OTU_34,OTU_35,OTU_36,OTU_37,OTU_39,OTU_40,OTU_41,OTU_42,OTU_45,OTU_47,OTU_48,OTU_49,OTU_50,OTU_51,OTU_52,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_59,OTU_60,OTU_61,OTU_62,OTU_63,OTU_64,OTU_65,OTU_67,OTU_68,OTU_69,OTU_70,OTU_71,OTU_72,OTU_73,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_81,OTU_84,OTU_88,OTU_89,OTU_90,OTU_92,OTU_93,OTU_94,OTU_95,OTU_96,OTU_97,OTU_98,OTU_99,OTU_102,OTU_103,OTU_104,OTU_105,OTU_107,OTU_108
SKBTI.1189.1246772,0.03979460847240052,0.0,0.0,0.016688061617458283,0.010269576379974324,0.0,0.002567394094993581,0.0012836970474967909,0.0,0.0,0.14505776636713735,0.038510911424903725,0.019255455712451863,0.047496790757381266,0.003851091142490373,0.010269576379974324,0.011553273427471115,0.0051347881899871635,0.029525032092426188,0.012836970474967908,0.0,0.012836970474967908,0.0012836970474967909,0.0012836970474967909,0.0,0.0,0.002567394094993581,0.0,0.003851091142490373,0.002567394094993581,0.014120667522464696,0.0,0.002567394094993581,0.002567394094993581,0.0012836970474967909,0.003851091142490373,0.002567394094993581,0.026957637997432605,0.0012836970474967909,0.0,0.0,0.0,0.0,0.0012836970474967909,0.002567394094993581,0.002567394094993581,0.0,0.0,0.0051347881899871635,0.0,0.0,0.003851091142490373,0.0,0.0,0.0,0.0,0.0012836970474967909,0.07445442875481388,0.008985879332477536,0.012836970474967908,0.0,0.0,0.0,0.0,0.008985879332477536,0.0,0.0,0.0,0.026957637997432605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055198973042361994,0.0012836970474967909,0.0,0.0
SKBTI.1127.1246735,0.019337016574585638,0.0027624309392265192,0.08011049723756906,0.0027624309392265192,0.0055248618784530384,0.0,0.0,0.0,0.0055248618784530384,0.0027624309392265192,0.0,0.019337016574585638,0.12154696132596685,0.0,0.0,0.0,0.0,0.0,0.0,0.0027624309392265192,0.0027624309392265192,0.0,0.0,0.008287292817679558,0.008287292817679558,0.0,0.0,0.0,0.0027624309392265192,0.008287292817679558,0.013812154696132596,0.0,0.0,0.0,0.03038674033149171,0.008287292817679558,0.0055248618784530384,0.044198895027624314,0.044198895027624314,0.0,0.0027624309392265192,0.0,0.0027624309392265192,0.008287292817679558,0.0027624309392265192,0.024861878453038676,0.0027624309392265192,0.0,0.008287292817679558,0.0,0.0,0.0055248618784530384,0.0,0.024861878453038676,0.0,0.0,0.0,0.18232044198895028,0.016574585635359115,0.0,0.027624309392265192,0.0,0.0,0.0,0.07458563535911603,0.03314917127071823,0.0027624309392265192,0.0,0.0,0.008287292817679558,0.0,0.0027624309392265192,0.0,0.0,0.0027624309392265192,0.0,0.0,0.0,0.0,0.0
SKBTI.1057.1247436,0.059471365638766524,0.0,0.05066079295154185,0.0,0.0,0.022026431718061675,0.004405286343612335,0.0,0.006607929515418502,0.11894273127753305,0.0,0.07929515418502202,0.2709251101321586,0.011013215859030838,0.022026431718061675,0.0,0.004405286343612335,0.002202643171806168,0.00881057268722467,0.0,0.002202643171806168,0.06387665198237885,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.002202643171806168,0.0,0.002202643171806168,0.0,0.002202643171806168,0.0,0.0,0.0,0.01762114537444934,0.004405286343612335,0.0,0.0,0.002202643171806168,0.006607929515418502,0.0,0.030837004405286344,0.0,0.004405286343612335,0.0,0.004405286343612335,0.004405286343612335,0.0,0.004405286343612335,0.028634361233480177,0.0,0.002202643171806168,0.0,0.0,0.006607929515418502,0.030837004405286344,0.004405286343612335,0.00881057268722467,0.0,0.004405286343612335,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002202643171806168,0.0
SKBTI.1235.1246803,0.03056027164685908,0.003395585738539898,0.0,0.0,0.003395585738539898,0.05093378607809848,0.001697792869269949,0.0,0.010186757215619695,0.010186757215619695,0.0967741935483871,0.001697792869269949,0.4091680814940577,0.0,0.0,0.0,0.0,0.0,0.0,0.006791171477079796,0.001697792869269949,0.0,0.0,0.001697792869269949,0.0,0.0,0.003395585738539898,0.003395585738539898,0.003395585738539898,0.001697792869269949,0.0,0.0,0.0,0.0,0.01528013582342954,0.0,0.0,0.04074702886247878,0.008488964346349746,0.03395585738539898,0.0,0.001697792869269949,0.022071307300509338,0.0,0.0050933786078098476,0.0,0.0,0.0,0.0,0.0,0.0,0.022071307300509338,0.0,0.0,0.0,0.0,0.013582342954159592,0.04414261460101868,0.001697792869269949,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010186757215619695,0.001697792869269949,0.001697792869269949
SKBTI.1187.1246947,0.030959752321981424,0.03508771929824561,0.0,0.0010319917440660474,0.007223942208462331,0.0020639834881320948,0.0,0.0,0.0010319917440660474,0.0,0.09494324045407636,0.0041279669762641896,0.2249742002063984,0.0010319917440660474,0.0010319917440660474,0.0020639834881320948,0.0,0.0,0.0,0.006191950464396285,0.0,0.0030959752321981426,0.0,0.0020639834881320948,0.0051599587203302365,0.016511867905056758,0.0020639834881320948,0.0010319917440660474,0.008255933952528379,0.0051599587203302365,0.0,0.0,0.0051599587203302365,0.0,0.0020639834881320948,0.0,0.1609907120743034,0.028895768833849332,0.0010319917440660474,0.0010319917440660474,0.0,0.0,0.0,0.0010319917440660474,0.0051599587203302365,0.0041279669762641896,0.0,0.0020639834881320948,0.0,0.0,0.0,0.06707946336429309,0.0041279669762641896,0.0,0.0,0.0,0.0010319917440660474,0.06191950464396285,0.009287925696594429,0.0,0.0,0.0041279669762641896,0.0020639834881320948,0.0,0.044375644994840036,0.0,0.0,0.0,0.0,0.016511867905056758,0.0,0.0,0.0,0.0,0.0,0.0010319917440660474,0.0,0.03199174406604747,0.0010319917440660474,0.0
SKBTI.1075.1246420,0.0,0.0,0.0,0.005917159763313609,0.07692307692307693,0.0,0.0,0.0,0.005917159763313609,0.059171597633136085,0.05325443786982249,0.0,0.4615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01183431952662722,0.0,0.005917159763313609,0.0,0.0,0.005917159763313609,0.005917159763313609,0.0,0.0,0.01183431952662722,0.0,0.005917159763313609,0.0,0.0,0.005917159763313609,0.005917159763313609,0.017751479289940832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.005917159763313609,0.017751479289940832,0.0,0.0,0.0,0.0,0.0,0.0,0.035502958579881665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15976331360946747,0.0,0.0,0.005917159763313609
SKBTI.1348.1247427,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01327433628318584,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12831858407079647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02212389380530973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035398230088495575,0.10619469026548672,0.0,0.0,0.0,0.3230088495575221,0.0,0.0,0.0,0.02654867256637168
SKBTI.0972.1247111,0.07243816254416961,0.00530035335689046,0.0,0.00176678445229682,0.00706713780918728,0.05830388692579505,0.0,0.0,0.00353356890459364,0.0,0.022968197879858657,0.00706713780918728,0.2579505300353357,0.0,0.0,0.0,0.00176678445229682,0.0,0.0,0.07597173144876325,0.0,0.02826855123674912,0.0,0.0,0.00353356890459364,0.0,0.0,0.0,0.0,0.00353356890459364,0.00176678445229682,0.00530035335689046,0.022968197879858657,0.0,0.00176678445229682,0.0,0.019434628975265017,0.0088339222614841,0.00353356890459364,0.00176678445229682,0.00176678445229682,0.0,0.0,0.0,0.0,0.00176678445229682,0.00353356890459364,0.00176678445229682,0.00353356890459364,0.0,0.012367491166077738,0.012367491166077738,0.0,0.0,0.0,0.0,0.00176678445229682,0.08303886925795052,0.00176678445229682,0.00706713780918728,0.0,0.0,0.0,0.0,0.015901060070671377,0.0,0.0,0.0,0.0,0.0,0.00176678445229682,0.00176678445229682,0.0,0.0,0.0,0.0,0.07597173144876325,0.0,0.0,0.0
SKBTI.1349.1246563,0.13195342820181113,0.0,0.014230271668822769,0.0,0.0,0.0,0.00129366106080207,0.0,0.0,0.0129366106080207,0.1410090556274256,0.02199223803363519,0.049159120310478664,0.0646830530401035,0.00129366106080207,0.04657179818887452,0.0077619663648124185,0.0,0.01681759379042691,0.01164294954721863,0.0,0.00258732212160414,0.00258732212160414,0.00258732212160414,0.00258732212160414,0.0,0.0038809831824062092,0.0,0.00258732212160414,0.00129366106080207,0.00129366106080207,0.0,0.0,0.0077619663648124185,0.0,0.00129366106080207,0.00129366106080207,0.0077619663648124185,0.0,0.0,0.00129366106080207,0.00129366106080207,0.0,0.00646830530401035,0.0,0.00258732212160414,0.00129366106080207,0.009055627425614488,0.00646830530401035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00517464424320828,0.08538163001293661,0.00258732212160414,0.0,0.0,0.0,0.00517464424320828,0.0,0.0129366106080207,0.0,0.0,0.00129366106080207,0.0,0.0038809831824062092,0.0,0.00129366106080207,0.0,0.0,0.0,0.01034928848641656,0.0724450194049159,0.0,0.0038809831824062092,0.00646830530401035
SKBTI.1263.1246506,0.0028901734104046237,0.02023121387283237,0.0,0.0,0.0,0.0,0.0,0.0,0.0028901734104046237,0.0028901734104046237,0.0,0.0,0.3294797687861272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809247,0.0,0.0,0.0028901734104046237,0.0028901734104046237,0.031791907514450865,0.0,0.0,0.0,0.0,0.0,0.0028901734104046237,0.005780346820809247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809247,0.0,0.0,0.008670520231213872,0.0,0.0,0.06647398843930635,0.0,0.0,0.0,0.0,0.005780346820809247,0.3179190751445087,0.008670520231213872,0.0,0.0,0.0,0.0,0.0,0.13583815028901733,0.0,0.0,0.0028901734104046237,0.017341040462427744,0.0,0.0,0.0,0.0028901734104046237,0.0,0.0,0.0028901734104046237,0.0,0.0,0.0,0.0
