mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__max_depth,param_scl,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.9413070201873779,0.04576916626713419,0.03630685806274414,0.0016198019928856645,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",4,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 4, 'scl': NonScaler()}",0.9642857142857143,0.9285714285714286,0.8928571428571429,0.9285714285714286,0.6071428571428571,0.8642857142857142,0.1305404777321219,33,1.0,1.0,1.0,1.0,0.9910714285714286,0.9982142857142857,0.0035714285714285587
0.6818061828613281,0.01894596587164751,0.03657097816467285,0.0028349013962990586,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",8,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 8, 'scl': NonScaler()}",1.0,0.9285714285714286,0.8571428571428571,0.8928571428571429,0.6071428571428571,0.8571428571428571,0.13363062095621223,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6509183883666992,0.019002939858692856,0.03553376197814941,0.0011541352885113174,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",16,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 16, 'scl': NonScaler()}",1.0,0.9285714285714286,0.8928571428571429,0.8928571428571429,0.6428571428571429,0.8714285714285716,0.12079667518062687,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6528051376342774,0.008868017383615144,0.03609018325805664,0.0017128893556567718,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",32,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 32, 'scl': NonScaler()}",1.0,0.9285714285714286,0.8928571428571429,0.8928571428571429,0.6428571428571429,0.8714285714285716,0.12079667518062687,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6694533348083496,0.022221404988220273,0.03731446266174317,0.002604731640048427,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False)",64,NonScaler(),,"{'clf': RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=64, max_features='auto', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=500,
                       n_jobs=None, oob_score=False, random_state=0, verbose=0,
                       warm_start=False), 'clf__max_depth': 64, 'scl': NonScaler()}",1.0,0.9285714285714286,0.8928571428571429,0.8928571428571429,0.6428571428571429,0.8714285714285716,0.12079667518062687,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.022330760955810547,0.0007113429332976524,0.001974344253540039,0.0002285202468285978,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False)",4,NonScaler(),,"{'clf': ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False), 'clf__max_depth': 4, 'scl': NonScaler()}",0.75,0.6428571428571429,0.6428571428571429,0.7857142857142857,0.5357142857142857,0.6714285714285714,0.08864052604279184,69,0.9196428571428571,0.9553571428571429,0.9107142857142857,0.8928571428571429,0.9642857142857143,0.9285714285714285,0.02708169801446983
0.020804786682128908,0.0006549786778294872,0.0018871307373046875,0.0001218251657587754,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False)",8,NonScaler(),,"{'clf': ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False), 'clf__max_depth': 8, 'scl': NonScaler()}",0.8214285714285714,0.75,0.7857142857142857,0.8571428571428571,0.75,0.7928571428571429,0.041649656391752124,54,0.9821428571428571,0.9821428571428571,0.9910714285714286,0.9642857142857143,0.9910714285714286,0.9821428571428571,0.0097807599554494
0.023144626617431642,0.0016877025643039444,0.0020945072174072266,0.00011987642532427062,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False)",16,NonScaler(),,"{'clf': ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False), 'clf__max_depth': 16, 'scl': NonScaler()}",0.8928571428571429,0.7142857142857143,0.8214285714285714,0.8571428571428571,0.6428571428571429,0.7857142857142858,0.09313146293146639,55,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.022461462020874023,0.0015998355415173695,0.004290246963500976,0.0042937935938579174,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False)",32,NonScaler(),,"{'clf': ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False), 'clf__max_depth': 32, 'scl': NonScaler()}",0.8928571428571429,0.6071428571428571,0.8214285714285714,0.75,0.6785714285714286,0.75,0.10101525445522108,59,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.024797821044921876,0.003655722630566115,0.0021026611328125,0.0005315099002824385,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False)",64,NonScaler(),,"{'clf': ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=64, max_features='auto', max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
                     oob_score=False, random_state=0, verbose=0,
                     warm_start=False), 'clf__max_depth': 64, 'scl': NonScaler()}",0.8928571428571429,0.6071428571428571,0.8214285714285714,0.75,0.6785714285714286,0.75,0.10101525445522108,59,1.0,1.0,1.0,1.0,1.0,1.0,0.0
