,14,93,111,178,183,219,229,254,308,309,313,332,336,346,348,389,398,439,454,496,503,531,537,551,603,624,674,716,762,778,883,894,973,975,1007,1020,1026,1030,1105,1215,1221,1276,1286,1314,1319,1340,1364,1420,1433,1446,1494,1499,1522,1557,1620,1643,1652,1671,1686,1720,1731,1758,1759,1790,1808,1844,1918,1983,1987,2014,2031,2085,2179,2182,2200,2251,2272,2287,2294,2355,2360,2417,2445,2482,2495,2546,2615,2694,2795,2798,2799,2939,2999,3020,3210,3219,3225,3259,3265,3274,3338,3342,3382,3384,3397,3415,3431,3476,3494,3508,3512,3548,3599,3645,3728,3738,3740,3808,3835,3901,3918,3921,3942,4021,4040,4125,4126,4169,4170,4173,4205,4253,4257,4338,4384,4432,4468,4474,4502,4540,4542,4554,4560,4587,4601,4607,4619,4625,4664,4713,4729,4756,4808,4826,4895,4897,4913,4924,4940,4941,4950,4965,5010,5064,5096,5123,5178,5194,5200,5225,5240,5242,5320,5323,5334,5335,5435,5450,5481,5485,5561,5567,5573,5622,5660,5783,5828,5834,5844,5895,5897,5935,5940,6095,6096,6140,6143,6145,6148,6270,6293,6322,6328,6366,6395,6430,6468,6474,6476,6486,6500,6501,6506,6511,6539,6540,6560,6584,6688,6736,6763,6771,6807,6830,6905,6910,6916,6974,7003,7031,7049,7125,7137,7143,7150,7162,7185,7189,7226,7235,7297,7299,7403,7443,7456,7469,7471,7472,7479,7482,7496,7662,7664,7722,7742,7746,7753,7876,7902,7908,7909,7951,7953,7998,8040,8194,8213,8247,8258,8302,8312,8333,8451,8453,8522,8563,8607,8608,8686,8711,8712,8775,8782,8788,8792,8878,8982,8983,9013,9151,9153,9203,9285,9376,9378,9476,9526,9530,9541,9574,9584,9640,9644,9649,9656,9670,9720,9738,9765,9769,9844,9888,9923,9957,9967,10079,10097,10124,10163,10175,10177,10220,10249,10344,10374,10390,10396,10406,10443,10472,10504,10552,10566,10580,10621,10646,10653,10675,10682,10695,10847,10875,10878,10903,10904,10953,11045,11050,11090,11092,11107,11142,11280,11302,11311,11316,11342,11473,11537,11575,11604,11609,11642,11762,11775,11813,11828,11845,11848,11900,11915,11949,12014,12020,12044,12134,12157,12351,12371,12374,12394,12432,12489,12664,12745,12751,12769,12770,12807,12835,12858,12913,13009,13118,13123,13128,13164,13267,13299,13338,13376,13413,13506,13508,13563,13615,13628,13659,13664,13706,13787,13811,13889,13947,13982,13983,14022,14036,14054,14063,14068,14089,14113,14117,14140,14141,14200,14215,14218,14267,14341,14344,14351,14400,14407,14432,14445,14457,14492,14599,14630,14645,14648,14661,14663,14683,14693,14704,14739,14760,14780,14801,14842,14862,14929,14954,15001,15005,15031,15039,15054,15115,15212,15239,15243,15252,15283,15306,15309,15339,15434,15443,15480,15505,15511,15516,15541,15548,15590,15724,15743,15745,15771,15788,15816,15866,15877,15884,15923,15933,15969,16008,16009,16094,16099,16129,16171,16182,16187,16249,16300,16320,16367,16389,16396,16417,16430
Subject1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,0,6,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,6,0,0,0,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,136,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Subject1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,167,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Subject1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0,0,1,0,0,0,0,0,1,1,2,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,12,3,2,0,0,0,0,0,0,0,0,1,10,0,0,1,0,14,0,0,0,0,7,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,1,4,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,3,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,1,5,0,168,94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,76,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,8,0,5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Subject1.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,9,1,1,0,0,2,0,1,3,0,2,0,9,0,1,0,0,13,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,8,0,2,0,2,0,0,0,0,3,1,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,1,5,0,0,0,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,2,0,0,0,1,167,91,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,0,0,4,0,0,1,1,58,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Subject1.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,1,0,0,0,2,1,0,0,2,7,0,1,0,0,1,0,4,0,1,0,1,1,0,0,2,0,2,0,0,0,0,3,1,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,400,5,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject1.5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,0,0,3,0,2,2,0,0,0,1,1,0,6,0,2,0,0,0,0,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,17,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,1,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,20,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,159,22,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,2,0,0,3,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,17,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,10,4,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject1.6,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,3,7,0,1,0,0,3,0,0,2,0,0,1,8,0,0,1,0,4,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,10,0,0,0,2,0,0,0,2,0,1,3,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,212,30,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,21,6,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
Subject1.7,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,4,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2,0,7,0,0,0,0,1,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,23,5,1,1,0,0,0,2,1,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,21,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,7,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,17,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject1.8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,1,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,8,0,6,1,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,11,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,21,0,0
